,Type,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
316,Land Cruiser 70,Toyota,Manual,Saudi,Standard,2018,4.0,86852,109000
317,Expedition,Ford,Automatic,Saudi,Standard,2009,5.4,360,32000
318,G80,Genesis,Automatic,Saudi,Semi Full,2018,3.8,160000,100000
319,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,30000,194500
320,Grand Marquis,Others,Automatic,Saudi,Semi Full,2000,3.8,179000,14000
322,3,Mazda,Automatic,Saudi,Standard,2018,2.0,31000,54000
323,Camry,Toyota,Automatic,Gulf Arabic,Standard,2014,2.2,80250,55000
324,ES,Lexus,Automatic,Other,Full,2018,3.5,66000,139000
325,Pajero,Mitsubishi,Automatic,Saudi,Full,2016,3.8,200,56000
334,The 5,BMW,Automatic,Gulf Arabic,Standard,2018,2.0,16000,145000
336,CT-S,Cadillac,Automatic,Saudi,Semi Full,2019,2.0,43000,135000
337,Malibu,Chevrolet,Automatic,Other,Semi Full,2013,2.5,220000,21000
340,Sonata,Hyundai,Automatic,Saudi,Standard,2017,2.4,166000,43000
341,LX,Lexus,Automatic,Saudi,Full,2014,5.7,220000,180000
342,C,Mercedes,Automatic,Gulf Arabic,Semi Full,2015,2.0,173000,108000
344,Impala,Chevrolet,Automatic,Saudi,Semi Full,2017,3.6,122102,53500
346,QX,Others,Automatic,Saudi,Full,2016,5.6,185000,119000
348,Seven,Changan,Automatic,Saudi,Standard,2021,1.5,11000,32500
349,Blazer,Chevrolet,Automatic,Saudi,Full,2008,3.6,128000,15000
352,C300,Chrysler,Automatic,Gulf Arabic,Full,2018,5.7,49000,135000
353,Taurus,Ford,Automatic,Saudi,Standard,2011,3.5,22000,50000
357,Taurus,Ford,Automatic,Saudi,Standard,2017,3.5,132000,65000
359,H1,Hyundai,Automatic,Saudi,Standard,2017,2.4,209677,47500
363,Taurus,Ford,Automatic,Other,Full,2016,3.5,91815,86000
364,Tucson,Hyundai,Automatic,Saudi,Standard,2017,2.0,124000,58500
365,Rav4,Toyota,Automatic,Saudi,Standard,2018,2.5,163000,69500
366,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,88000,24000
367,Sonata,Hyundai,Automatic,Other,Semi Full,2016,2.4,152000,52000
368,Impala,Chevrolet,Automatic,Gulf Arabic,Standard,2018,3.6,112000,67000
369,Innova,Toyota,Automatic,Saudi,Full,2015,2.7,226000,45000
372,The M,BMW,Automatic,Gulf Arabic,Standard,2018,2.0,1600,135000
373,CX9,Mazda,Automatic,Saudi,Full,2015,2.5,234000,57000
374,Yukon,GMC,Automatic,Other,Full,2020,5.3,63860,175000
375,Land Cruiser Pickup,Nissan,Manual,Saudi,Full,2012,4.8,339822,40000
376,Accord,Honda,Automatic,Saudi,Full,2017,2.4,139806,71500
377,Accord,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,68000,66000
378,Camry,Toyota,Manual,Saudi,Standard,2008,2.4,388000,17000
379,Cadenza,Kia,Automatic,Gulf Arabic,Full,2018,3.3,69000,95000
380,Camaro,Chevrolet,Automatic,Other,Full,2017,2.0,81633,120000
384,Suburban,GMC,Automatic,Other,Standard,2004,1.1,212,14000
386,Genesis,Hyundai,Automatic,Saudi,Full,2017,5.0,106000,90000
387,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,43000,30000
390,Taurus,Ford,Automatic,Saudi,Semi Full,2011,3.5,281000,29500
391,Camry,Toyota,Automatic,Saudi,Full,2013,2.5,185000,42000
393,Land Cruiser 70,Toyota,Manual,Saudi,Semi Full,2011,4.0,352500,58000
395,Fusion,Ford,Automatic,Saudi,Standard,2016,2.5,80000,50000
399,Pathfinder,Nissan,Automatic,Saudi,Semi Full,2006,4.0,325000,15000
401,Grand Cherokee,Jeep,Automatic,Saudi,Full,2020,3.6,52000,162000
403,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,179858,121500
404,Taurus,Ford,Automatic,Saudi,Standard,2013,3.6,353000,39500
405,Sonata,Hyundai,Automatic,Saudi,Semi Full,2018,2.5,90000,55000
409,Camry,Toyota,Automatic,Saudi,Full,2020,3.5,26000,126000
410,Cerato,Kia,Automatic,Saudi,Semi Full,2016,1.6,12100,30000
412,Charger,Dodge,Automatic,Saudi,Full,2017,5.7,64000,145000
413,Expedition,Ford,Automatic,Saudi,Standard,2014,5.4,16682,76500
414,Sonata,Hyundai,Automatic,Saudi,Standard,2019,2.4,129413,57500
415,Traverse,Chevrolet,Automatic,Gulf Arabic,Full,2012,3.6,176000,40000
416,Land Cruiser Pickup,Toyota,Manual,Saudi,Full,2015,4.0,203843,90000
420,FJ,Toyota,Automatic,Gulf Arabic,Full,2017,4.0,114000,115000
422,Patrol,Nissan,Automatic,Saudi,Semi Full,2013,5.6,442000,85000
425,Suburban,Chevrolet,Automatic,Gulf Arabic,Semi Full,2018,5.3,58000,170000
426,Tahoe,Chevrolet,Automatic,Other,Full,2016,5.3,110000,144000
427,Impala,Chevrolet,Automatic,Gulf Arabic,Standard,2019,3.5,53000,80000
428,Charger,Dodge,Automatic,Saudi,Semi Full,2016,3.6,157136,84500
429,CX3,Mazda,Automatic,Saudi,Semi Full,2018,2.9,78000,54000
430,Cerato,Kia,Automatic,Saudi,Standard,2015,1.6,120000,25000
431,Furniture,Toyota,Automatic,Saudi,Semi Full,2013,4.1,285000,55000
433,C,Mercedes,Automatic,Other,Full,2018,2.0,91000,138000
435,Civic,Honda,Automatic,Saudi,Full,2016,2.0,68800,55000
436,Echo Sport,Ford,Automatic,Saudi,Standard,2015,1.4,101600,28000
437,Challenger,Dodge,Automatic,Other,Full,2016,3.6,160000,89000
438,Hilux,Toyota,Manual,Saudi,Full,2015,2.7,157000,60000
439,S,Mercedes,Automatic,Other,Full,2015,3.0,300000,188000
443,CL,Mercedes,Automatic,Saudi,Full,2011,4.0,60000,170000
444,Elantra,Hyundai,Automatic,Saudi,Standard,2020,2.0,56000,50000
446,Innova,Toyota,Automatic,Saudi,Semi Full,2007,2.7,199800,25000
449,Yukon,GMC,Automatic,Saudi,Standard,2013,5.3,327000,45000
455,Pajero,Mitsubishi,Automatic,Saudi,Standard,2012,3.8,86213,41500
456,Hilux,Toyota,Manual,Saudi,Full,2018,2.7,27000,88000
458,Edge,Ford,Automatic,Saudi,Full,2011,3.5,231000,35000
459,Wrangler,Jeep,Automatic,Saudi,Full,2015,3.6,200,85000
460,Patrol,Nissan,Automatic,Saudi,Full,2015,3.2,125000,130000
461,Datsun,Nissan,Manual,Saudi,Full,2016,2.0,22000,45000
462,Taurus,Ford,Automatic,Other,Full,2016,3.5,105,83000
465,C,Mercedes,Automatic,Other,Full,2017,2.0,96000,170000
466,Charger,Dodge,Automatic,Other,Full,2016,1.7,140,65000
467,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,216000,58000
468,Pajero,Mitsubishi,Automatic,Saudi,Full,2016,3.5,161353,57500
471,Yaris,Toyota,Automatic,Saudi,Standard,2011,1.3,300500,14000
472,Camry,Toyota,Automatic,Saudi,Standard,2017,2.5,125000,66000
473,Optima,Kia,Automatic,Saudi,Semi Full,2015,2.0,190000,38000
475,Sierra,GMC,Automatic,Saudi,Standard,2020,5.3,17000,135000
476,Yaris,Toyota,Automatic,Saudi,Standard,2017,1.4,50000,33000
477,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,88564,26800
480,Land Cruiser,Toyota,Automatic,Saudi,Full,2013,4.6,101000,150000
481,Land Cruiser,Toyota,Automatic,Saudi,Full,2013,4.6,281000,135000
483,Rio,Kia,Automatic,Saudi,Semi Full,2018,2.0,85000,30000
484,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,74000,27000
485,Land Cruiser 70,Toyota,Manual,Saudi,Semi Full,2014,4.0,70000,69000
486,Elantra,Hyundai,Automatic,Saudi,Standard,2019,2.0,22999,53000
487,The 7,BMW,Automatic,Saudi,Full,2014,6.0,182000,90000
489,Maxima,Nissan,Automatic,Saudi,Standard,2017,3.5,158543,61500
490,Navara,Nissan,Automatic,Other,Full,2015,2.5,19000,38000
492,LS,Lexus,Automatic,Saudi,Full,2015,4.6,103000,170000
493,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,65392,37000
495,Corolla,Toyota,Automatic,Saudi,Standard,2017,1.6,100000,44000
498,Accord,Honda,Automatic,Gulf Arabic,Semi Full,2017,2.5,62847,82000
503,Corolla,Toyota,Automatic,Saudi,Standard,2020,1.6,16479,56000
504,Camry,Toyota,Automatic,Saudi,Standard,2017,2.5,126000,63000
505,Accent,Hyundai,Automatic,Saudi,Full,2020,1.6,10400,53000
506,Suburban,Chevrolet,Automatic,Other,Full,2008,5.3,263,32000
508,Yukon,GMC,Automatic,Saudi,Full,2012,5.3,270,39000
509,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,173700,30000
511,Yukon,GMC,Automatic,Saudi,Full,2013,2.7,300,55000
513,Sunny,Nissan,Automatic,Saudi,Standard,2011,1.4,108000,19000
514,Land Cruiser,Toyota,Automatic,Saudi,Semi Full,2019,4.6,41000,190000
516,A6,Audi,Automatic,Saudi,Semi Full,2013,3.0,75000,70000
517,Flex,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,49000
518,Innova,Toyota,Automatic,Saudi,Full,2015,2.7,114000,49000
519,Taurus,Ford,Automatic,Saudi,Semi Full,2010,4.4,10000,25000
521,Dokker,Renault,Manual,Saudi,Standard,2016,1.8,143000,20000
523,Taurus,Ford,Automatic,Other,Semi Full,2017,3.5,142311,75000
524,Cadenza,Kia,Automatic,Saudi,Full,2017,3.3,88000,83000
525,CX5,Mazda,Automatic,Saudi,Full,2019,2.5,33000,102000
528,Camry,Toyota,Automatic,Other,Standard,2016,2.5,148254,59000
529,Expedition,Ford,Automatic,Saudi,Standard,2016,5.4,172000,76000
531,Camry,Toyota,Manual,Saudi,Standard,2009,2.5,350000,25000
533,CX9,Mazda,Automatic,Gulf Arabic,Full,2016,3.7,169300,65000
535,Land Cruiser,Toyota,Automatic,Saudi,Full,2006,4.5,215000,79000
538,Accord,Honda,Automatic,Saudi,Standard,2008,2.4,197000,20000
539,Sonata,Hyundai,Manual,Saudi,Standard,2019,2.4,3400,58000
540,Rio,Kia,Automatic,Saudi,Standard,2016,1.4,270000,25000
541,Suburban,GMC,Automatic,Saudi,Standard,2006,2.0,230000,29000
542,Maxima,Nissan,Automatic,Saudi,Full,2017,1.0,135000,73000
544,Mohave,Kia,Automatic,Saudi,Standard,2014,3.8,256000,30000
546,Yukon,GMC,Automatic,Saudi,Standard,2007,5.3,262,30000
547,Traverse,Chevrolet,Automatic,Other,Semi Full,2009,3.6,325,18000
548,Datsun,Nissan,Manual,Saudi,Semi Full,2016,2.4,125000,45000
549,Yaris,Toyota,Manual,Saudi,Standard,2016,1.5,134000,23000
550,Explorer,Ford,Automatic,Other,Standard,2003,4.0,360000,8000
551,The 5,BMW,Automatic,Saudi,Standard,2014,2.0,150000,57000
552,Yukon,GMC,Automatic,Saudi,Standard,2011,5.3,401000,52000
554,Patrol,Nissan,Automatic,Saudi,Semi Full,2015,5.6,219175,113500
555,The 7,BMW,Automatic,Gulf Arabic,Full,2014,2.0,139000,90000
559,Furniture,Toyota,Automatic,Saudi,Standard,2011,2.7,304000,32000
560,Elantra,Hyundai,Automatic,Saudi,Standard,2018,1.6,57000,44000
561,Elantra,Hyundai,Automatic,Other,Full,2016,1.6,87000,42000
562,Caprice,Chevrolet,Automatic,Saudi,Standard,2015,6.2,268041,75000
563,C,Mercedes,Automatic,Saudi,Full,2015,2.0,125000,119000
564,Durango,Dodge,Automatic,Saudi,Semi Full,2013,5.7,253,29000
565,ES,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,85000,141000
566,3,Mazda,Automatic,Saudi,Standard,2018,2.0,47000,54000
567,Elantra,Hyundai,Automatic,Saudi,Standard,2019,1.6,76014,48000
568,Rush,Toyota,Automatic,Saudi,Standard,2020,1.5,55000,52000
569,Sentra,Nissan,Automatic,Saudi,Standard,2017,1.6,105272,38500
570,Range Rover,Land Rover,Automatic,Saudi,Full,2014,2.0,48000,100000
571,Cherokee,Jeep,Automatic,Saudi,Standard,2010,3.4,400,15000
575,Hilux,Toyota,Manual,Saudi,Standard,2017,2.7,73000,72000
577,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.6,109000,33000
579,Expedition,Ford,Automatic,Saudi,Standard,2014,5.7,190700,59000
580,Camry,Toyota,Automatic,Saudi,Semi Full,2016,2.5,238000,48500
581,Azera,Hyundai,Automatic,Gulf Arabic,Semi Full,2012,3.0,433000,30000
582,Edge,Ford,Automatic,Saudi,Semi Full,2016,3.5,198000,69000
585,Hilux,Toyota,Manual,Saudi,Full,2014,2.7,180000,52000
586,CX9,Mazda,Automatic,Gulf Arabic,Full,2015,2.4,138020,58000
588,Sonata,Hyundai,Automatic,Gulf Arabic,Full,2018,2.0,79000,36000
589,The 5,BMW,Automatic,Saudi,Semi Full,2011,3.0,276000,65000
592,Veloster,Hyundai,Automatic,Saudi,Full,2019,2.0,63000,62000
593,Prestige,Genesis,Automatic,Gulf Arabic,Semi Full,2015,3.8,85343,81000
597,Taurus,Ford,Automatic,Saudi,Full,2014,3.5,269177,60000
598,Land Cruiser,Toyota,Automatic,Saudi,Full,2015,4.6,83000,160000
599,E,Mercedes,Automatic,Other,Standard,2016,2.0,110440,98000
601,Seven,Changan,Automatic,Saudi,Standard,2020,1.5,36833,28500
603,Sonata,Hyundai,Automatic,Saudi,Standard,2019,2.4,127974,61500
605,Innova,Toyota,Automatic,Saudi,Standard,2017,2.7,203312,62500
606,IS,Lexus,Automatic,Other,Full,2017,3.0,90000,117000
607,Cerato,Kia,Automatic,Saudi,Full,2010,1.6,293300,13500
608,Camry,Toyota,Automatic,Other,Semi Full,2001,2.5,346900,17000
609,Hiace,Toyota,Manual,Other,Standard,2016,2.7,99999,69000
611,Avalon,Toyota,Automatic,Saudi,Semi Full,2019,3.5,60000,115000
614,Expedition,Ford,Automatic,Saudi,Full,2018,3.6,44200,159000
615,Blazer,Chevrolet,Automatic,Saudi,Full,2008,3.6,220000,18000
618,Fluence,Renault,Automatic,Saudi,Semi Full,2015,1.6,91000,20000
619,ES,Lexus,Automatic,Other,Full,2007,6.1,240000,24000
621,Camry,Toyota,Automatic,Gulf Arabic,Standard,2016,2.5,116987,58000
622,Grand Cherokee,Jeep,Automatic,Saudi,Full,2017,5.7,102000,99000
623,Pajero,Mitsubishi,Automatic,Saudi,Full,2018,3.8,62000,82000
624,Elantra,Hyundai,Automatic,Saudi,Standard,2019,1.6,120496,40800
626,Edge,Ford,Automatic,Saudi,Standard,2009,3.5,357,20000
628,Furniture,Toyota,Automatic,Other,Semi Full,2013,2.4,170000,55000
629,Elantra,Hyundai,Automatic,Saudi,Standard,2020,2.0,130000,53000
632,Hilux,Toyota,Manual,Saudi,Semi Full,2013,2.7,290,55000
633,Sonata,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,65325,71500
634,Vego,Ford,Automatic,Saudi,Standard,2019,1.5,51419,27500
637,Fusion,Ford,Automatic,Gulf Arabic,Semi Full,2016,1.2,99200,45000
638,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,117313,32500
640,Optima,Kia,Automatic,Saudi,Semi Full,2014,2.0,241000,35000
641,Suburban,Chevrolet,Automatic,Saudi,Semi Full,2011,4.0,289,36000
643,Elantra,Hyundai,Automatic,Saudi,Standard,2017,2.0,145000,37000
645,Hilux,Toyota,Manual,Saudi,Standard,2015,2.7,183000,60000
646,Furniture,Toyota,Automatic,Saudi,Semi Full,2020,2.7,11571,116500
647,Expedition,Ford,Automatic,Saudi,Full,2014,4.0,116000,50000
649,Sunny,Nissan,Manual,Saudi,Standard,2008,1.5,275000,10000
650,E,Mercedes,Manual,Other,Semi Full,2017,9.0,134000,155000
652,Land Cruiser,Toyota,Automatic,Saudi,Full,2006,4.5,311100,63000
653,Grand Cherokee,Jeep,Automatic,Gulf Arabic,Full,2014,5.7,76300,85000
656,Optima,Kia,Automatic,Saudi,Standard,2017,2.4,263400,40000
657,Ciocca,Toyota,Automatic,Saudi,Standard,2016,5.7,348000,79000
659,Hilux,Toyota,Manual,Saudi,Full,2020,2.4,34000,120000
660,Prado,Toyota,Automatic,Saudi,Semi Full,2016,4.0,192901,114500
662,Land Cruiser,Toyota,Automatic,Saudi,Standard,2007,1.2,300000,30000
664,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,105509,26000
665,Grand Marquis,Others,Automatic,Unknown,Full,2007,4.6,179000,24000
666,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,41000,34000
668,Cerato,Kia,Automatic,Saudi,Standard,2016,1.6,50000,29000
670,C300,Chrysler,Automatic,Saudi,Full,2008,5.7,390000,25000
671,Camry,Toyota,Automatic,Saudi,Semi Full,2013,2.5,300000,35000
672,Camry,Toyota,Manual,Saudi,Standard,2001,1.4,300,13500
673,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,110448,30000
674,Camry,Toyota,Automatic,Saudi,Semi Full,2008,1.7,280000,17000
676,Marquis,Ford,Automatic,Saudi,Full,2011,4.6,114000,48000
677,Q,Others,Automatic,Gulf Arabic,Semi Full,2019,2.0,5000,90000
678,Corolla,Toyota,Automatic,Saudi,Semi Full,2017,1.6,107000,39000
679,Taurus,Ford,Automatic,Saudi,Standard,2017,3.5,158039,75000
680,3,Mazda,Automatic,Saudi,Semi Full,2016,2.0,104800,39000
681,CX9,Mazda,Automatic,Saudi,Full,2015,1.9,274000,66000
682,Yukon,GMC,Automatic,Saudi,Semi Full,2013,5.3,77000,80000
683,Elantra,Hyundai,Manual,Saudi,Standard,2011,2.0,337000,10000
684,Accent,Hyundai,Automatic,Saudi,Standard,2016,1.4,159626,27500
686,Accord,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,129000,68000
690,F3,Others,Automatic,Saudi,Standard,2020,1.5,60000,28000
692,Taurus,Ford,Automatic,Saudi,Standard,2019,2.0,26000,84000
693,Accent,Hyundai,Manual,Saudi,Standard,2005,1.5,294602,5000
694,Kona,Hyundai,Automatic,Saudi,Standard,2019,2.0,76000,56000
695,Flex,Ford,Automatic,Saudi,Semi Full,2012,3.5,282000,25000
697,Corolla,Toyota,Automatic,Saudi,Standard,2019,1.6,39000,52000
700,Datsun,Nissan,Manual,Other,Semi Full,2015,2.4,108500,27500
701,Explorer,Ford,Automatic,Other,Full,2016,3.6,151000,106000
702,Fusion,Ford,Automatic,Other,Full,2017,2.0,55000,65000
703,Range Rover,Land Rover,Automatic,Saudi,Full,2008,3.3,240,35000
704,Taurus,Ford,Automatic,Saudi,Semi Full,2013,3.5,177000,70000
707,UX,Lexus,Automatic,Gulf Arabic,Full,2020,2.0,10000,176000
709,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,67000,52000
710,S,Mercedes,Automatic,Saudi,Full,2013,3.0,110000,113000
712,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,74917,38500
713,Beetle,Volkswagen,Automatic,Other,Semi Full,2015,1.8,89000,54000
716,Optima,Kia,Automatic,Saudi,Standard,2018,2.0,101381,48500
717,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,65000,52000
719,Pajero,Mitsubishi,Automatic,Saudi,Semi Full,2012,3.0,360000,24000
722,Sonata,Hyundai,Automatic,Saudi,Full,2015,2.4,173000,43000
723,FJ,Toyota,Automatic,Saudi,Semi Full,2014,4.0,199000,95000
724,Pajero,Mitsubishi,Automatic,Saudi,Standard,2016,3.8,144624,47000
727,Furniture,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,55000
729,Avalon,Toyota,Automatic,Saudi,Standard,2008,3.5,320000,30000
730,Azera,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,36000,48000
734,FJ,Toyota,Automatic,Saudi,Full,2015,2.7,230000,85000
735,Sunny,Nissan,Manual,Saudi,Standard,2011,1.6,311000,10000
736,Senta fe,Hyundai,Automatic,Saudi,Full,2016,3.3,73115,85000
741,Edge,Ford,Automatic,Saudi,Full,2013,3.5,240,43000
742,Prado,Toyota,Automatic,Saudi,Full,2012,4.0,240000,70000
745,Accent,Hyundai,Automatic,Saudi,Standard,2015,1.2,150,20000
747,Land Cruiser Pickup,Toyota,Manual,Saudi,Semi Full,2013,4.0,105154,85000
748,Tahoe,Chevrolet,Automatic,Other,Semi Full,2018,3.0,127000,159000
749,Explorer,Ford,Automatic,Other,Standard,2013,3.5,218000,48000
751,Avalon,Toyota,Automatic,Saudi,Full,2017,3.5,104159,106500
752,Accord,Honda,Automatic,Gulf Arabic,Full,2016,1.6,81000,63000
753,Creta,Hyundai,Automatic,Saudi,Full,2018,1.6,11800,56000
755,C,Mercedes,Automatic,Gulf Arabic,Full,2015,2.0,54000,120000
756,Explorer,Ford,Automatic,Saudi,Standard,2017,3.6,150000,73000
757,Corolla,Toyota,Automatic,Saudi,Standard,2014,1.6,275000,25000
759,Navara,Nissan,Manual,Saudi,Standard,2016,2.5,132714,41500
760,Sonata,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,12000,78000
761,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,105000,23000
763,Datsun,Nissan,Manual,Saudi,Full,2015,2.4,212000,42000
764,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,122000,37000
765,Lancer,Mitsubishi,Automatic,Saudi,Standard,2014,1.0,150000,16000
766,Innova,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,38500
767,C,Mercedes,Automatic,Gulf Arabic,Semi Full,2015,2.0,73000,110000
770,Rav4,Toyota,Automatic,Saudi,Standard,2018,2.5,72000,95000
772,Hiace,Toyota,Manual,Saudi,Standard,2017,2.7,555555,73000
773,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,112000,27000
775,Hilux,Toyota,Manual,Saudi,Semi Full,2016,1.0,121,60500
777,Caprice,Chevrolet,Automatic,Saudi,Standard,2016,6.2,155000,77000
780,Taurus,Ford,Automatic,Saudi,Standard,2017,6.0,75000,65000
781,Yukon,GMC,Automatic,Saudi,Full,2007,5.3,235000,65000
783,Altima,Nissan,Automatic,Gulf Arabic,Standard,2015,2.5,60829,48000
784,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,98000,27500
785,Suburban,GMC,Automatic,Saudi,Standard,2004,5.3,300000,8000
787,Impala,Chevrolet,Automatic,Saudi,Full,2015,3.6,212000,64000
790,Patrol,Nissan,Automatic,Saudi,Standard,2016,4.8,59000,83000
791,Rio,Kia,Automatic,Saudi,Full,2019,1.4,48000,38000
793,Sonata,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,117000,63000
794,Tahoe,Chevrolet,Automatic,Saudi,Full,2016,5.3,97955,145000
795,Taurus,Ford,Automatic,Saudi,Standard,2016,3.5,144000,55000
797,Marquis,Ford,Automatic,Saudi,Semi Full,2009,4.0,377000,21000
799,Van R,Others,Manual,Saudi,Full,2017,1.2,1500,31000
800,Camry,Toyota,Automatic,Unknown,Full,2005,2.5,437000,13000
802,Mustang,Ford,Automatic,Gulf Arabic,Full,2016,3.7,240000,89000
803,Elantra,Hyundai,Automatic,Gulf Arabic,Full,2015,2.0,140,38000
804,Rush,Toyota,Automatic,Saudi,Semi Full,2021,1.5,9000,59500
805,CS35 Plus,Changan,Automatic,Saudi,Full,2020,1.4,67095,60000
806,Caprice,Chevrolet,Automatic,Saudi,Standard,2010,3.6,283000,33000
807,Yukon,GMC,Automatic,Saudi,Full,2009,6.2,138000,55000
810,Hiace,Toyota,Manual,Saudi,Standard,2016,2.7,180000,72000
812,DB9,Others,Automatic,Saudi,Full,2010,6.0,71000,180000
813,Range Rover,Land Rover,Automatic,Saudi,Full,2014,3.0,195000,170000
815,Expedition,Ford,Automatic,Saudi,Standard,2017,3.5,123000,85000
816,ML,Mercedes,Automatic,Saudi,Semi Full,2005,3.7,356000,19000
817,Sierra,GMC,Automatic,Saudi,Standard,2015,5.3,86000,98000
818,Range Rover,Land Rover,Automatic,Other,Full,2016,4.3,87000,167000
819,C,Mercedes,Automatic,Saudi,Full,2018,3.0,44000,180000
821,Hilux,Toyota,Manual,Saudi,Standard,2016,1.5,131006,58000
823,Sorento,Kia,Automatic,Saudi,Semi Full,2010,3.3,213000,22000
824,Rio,Kia,Automatic,Saudi,Standard,2016,1.4,119000,20000
827,X-Trail,Nissan,Automatic,Saudi,Semi Full,2016,2.5,142000,46000
828,Tahoe,Chevrolet,Automatic,Other,Full,2016,5.3,128000,164000
829,Victoria,Ford,Automatic,Saudi,Full,2011,4.6,343000,29000
830,APV,Others,Manual,Saudi,Standard,2017,1.6,80000,30000
831,S,Mercedes,Automatic,Other,Full,2015,3.0,109000,199000
832,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,49498,40500
833,Prado,Toyota,Automatic,Saudi,Full,2016,4.0,143000,120000
835,Expedition,Ford,Automatic,Other,Full,2010,5.7,335000,65000
836,Hilux,Toyota,Manual,Saudi,Semi Full,2017,2.7,44000,78000
838,Elantra,Hyundai,Automatic,Saudi,Full,2006,2.0,10000,7000
840,Camry,Toyota,Automatic,Gulf Arabic,Standard,2014,2.5,130000,37000
841,Innova,Toyota,Automatic,Saudi,Standard,2013,2.7,286000,38000
842,Patrol,Nissan,Automatic,Saudi,Semi Full,2012,5.6,381000,75000
843,Yaris,Toyota,Automatic,Saudi,Standard,2016,1.5,100,32000
844,Elantra,Hyundai,Manual,Saudi,Standard,2009,1.0,4000,11000
845,S,Mercedes,Automatic,Saudi,Full,2013,3.0,121000,118000
847,Expedition,Ford,Automatic,Saudi,Semi Full,2013,5.4,250000,50000
848,CX3,Mazda,Automatic,Saudi,Standard,2018,3.0,39000,58000
852,CLA,Mercedes,Automatic,Other,Standard,2020,2.0,10000,195000
853,Viano,Mercedes,Automatic,Saudi,Semi Full,2013,3.5,154000,45000
854,ES,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.5,200000,80000
855,CX9,Mazda,Automatic,Saudi,Full,2020,3.5,25182,120000
857,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,65000,57000
858,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,117081,27000
860,Corolla,Toyota,Automatic,Saudi,Standard,2015,1.6,160000,27500
861,EC7,Geely,Manual,Other,Standard,2015,1.3,160000,14000
864,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,158000,29000
865,Elantra,Hyundai,Automatic,Other,Full,2016,1.6,101715,52000
866,Altima,Nissan,Automatic,Gulf Arabic,Full,2019,2.5,1000,115000
867,Traverse,Chevrolet,Automatic,Other,Full,2016,3.4,154000,79000
869,Charger,Dodge,Automatic,Other,Full,2014,3.6,300000,35000
870,LX,Lexus,Automatic,Saudi,Standard,2013,5.7,240000,145000
871,Safari,GMC,Automatic,Saudi,Semi Full,2005,5.3,84000,22000
873,Caprice,Chevrolet,Automatic,Saudi,Standard,2015,6.0,264000,69000
874,Edge,Ford,Automatic,Saudi,Full,2016,3.5,76200,77000
875,Yaris,Toyota,Automatic,Saudi,Standard,2019,1.5,54000,35000
876,Accent,Hyundai,Automatic,Saudi,Standard,2020,1.4,21000,47000
877,Corolla,Toyota,Automatic,Saudi,Semi Full,2016,1.6,138661,47500
878,C,Mercedes,Automatic,Other,Semi Full,2016,2.0,76000,102000
